anio_hecho,mes_hecho,fecha_hecho,hora_hecho,categoria_delito,fiscalia,agencia,unidad_investigacion,colonia_hecho,colonia_catalogo,latitud,longitud,mes_numerico,hora,lat_anon,lon_anon
2024,Enero,2024-01-13,18:45:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,75,Unidad de investigación 7 S/D,LOMAS ALTAS DE PADIERNA SUR,Lomas De Padierna Sur,19.2730444335185,-99.2256924475664,1,18,19.273,-99.226
2024,Enero,2024-01-17,10:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,EX HACIENDA SAN JUAN DE DIOS,Ex Hacienda San Juan De Dios,19.287984145687,-99.1318908652921,1,10,19.288,-99.132
2024,Enero,2024-01-07,10:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALCOLIGIA,Tlalcoligia,19.2756447031363,-99.1720786200008,1,10,19.276,-99.172
2024,Enero,2024-01-16,13:00:00,ROBO A CASA HABITACIÓN CON VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,VALLE DE TEPEPAN,Valle De Tepepan,19.2721060688997,-99.1458713996406,1,13,19.272,-99.146
2024,Enero,2024-01-04,03:30:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,SAN MIGUEL AJUSCO,Pueblo San Miguel Ajusco,19.2267341073046,-99.1974036803788,1,3,19.227,-99.197
2024,Enero,2024-01-16,14:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE JUSTICIA PENAL PARA ADOLESCENTES,AEJPA,1 CON DETENIDO,CUCHILLA DE PADIERNA,Cuchilla De Padierna,19.2760874358095,-99.2183299395657,1,14,19.276,-99.218
2024,Enero,2024-01-17,11:30:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,RINCONADA LAS HADAS,Rinconada Las Hadas,19.2967852027515,-99.1205620800928,1,11,19.297,-99.121
2024,Enero,2024-01-17,12:20:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN EN DELITOS AMBIENTALES Y EN MATERIA DE PROTECCIÓN URBANA,A,1 CON DETENIDO 1 C/D,SAN MIGUEL AJUSCO,Pueblo San Miguel Ajusco,19.2283565456227,-99.1944596201575,1,12,19.228,-99.194
2024,Enero,2024-01-15,17:15:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.2498669138222,-99.1763973254725,1,17,19.25,-99.176
2024,Enero,2024-01-11,09:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,GUADALUPE,Guadalupe,19.28273886769,-99.1412919801114,1,9,19.283,-99.141
2024,Enero,2024-01-17,10:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,EX HACIENDA SAN JUAN DE DIOS,Ex Hacienda San Juan De Dios,19.286729311006,-99.1354640648447,1,10,19.287,-99.135
2024,Enero,2024-01-13,09:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN IZTAPALAPA,IZP-8,UI-1CD,PLAN DE AYALA,La Palma,19.2360034926094,-99.1500958802092,1,9,19.236,-99.15
2024,Enero,2024-01-16,22:04:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,BARRIO LA LONJA,Barrio La Lonja,19.2913818730463,-99.1796442757595,1,22,19.291,-99.18
2024,Enero,2024-01-16,13:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,CANTERA PUENTE DE PIEDRA,Cantera Puente De Piedra,19.2968477576667,-99.1638400104126,1,13,19.297,-99.164
2023,Diciembre,2023-12-23,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.2018965781284,-99.1464829396593,12,12,19.202,-99.146
2024,Enero,2024-01-15,04:00:00,ROBO A NEGOCIO CON VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PEDREGAL DE SAN NICOLÁS 1A SECCIÓN,Pedregal De San Nicolas 1a Seccion,19.295358676969,-99.2323713002631,1,4,19.295,-99.232
2024,Enero,2024-01-17,10:10:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TORIELLO GUERRA,Toriello Guerra,19.2923404230696,-99.1593166401113,1,10,19.292,-99.159
2024,Enero,2024-01-15,20:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,75,Unidad de investigación 7 S/D,HÉROES DE PADIERNA,Heroes De Padierna,19.2886631890028,-99.2210950451806,1,20,19.289,-99.221
2024,Enero,2024-01-15,14:11:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PEDREGAL DE SAN NICOLÁS 1A SECCIÓN,Pedregal De San Nicolas 1a Seccion,19.2920340537002,-99.2359616370592,1,14,19.292,-99.236
2024,Enero,2024-01-11,02:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,75,Unidad de investigación 7 S/D,GRANJAS COAPA,Magisterial Coapa,19.29348148744,-99.1160441891972,1,2,19.293,-99.116
2024,Enero,2024-01-16,08:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MAGDALENA CONTRERAS,UAT-MC-2,UI-1SD,PEDREGAL DE SAN NICOLÁS 2A SECCIÓN,Pedregal De San Nicolas 2a Seccion,19.2893910942016,-99.2376404999312,1,8,19.289,-99.238
2023,Febrero,2023-02-23,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO II,Tlalpan Centro,19.2809466038881,-99.1711988303546,2,12,19.281,-99.171
2024,Enero,2024-01-10,17:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.2017686570728,-99.1412244704226,1,17,19.202,-99.141
2024,Enero,2024-01-11,11:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-01,MARÍA ESTHER ZUNO DE ECHEVERRÍA,Mirador Del Valle,19.2552715282638,-99.1838206403299,1,11,19.255,-99.184
2024,Enero,2024-01-17,16:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,NARCISO MENDOZA SUPER MANZANA 4 VILLA COAPA,Narciso Mendoza,19.2926866137452,-99.1255536700109,1,16,19.293,-99.126
2024,Enero,2024-01-17,03:07:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,TORIELLO GUERRA,Belisario Dominguez Seccion Xvi,19.2947814939229,-99.1559395195586,1,3,19.295,-99.156
2023,Diciembre,2023-12-31,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SANTÍSIMA TRINIDAD,Mesa De Los Hornos,19.2732796033599,-99.1850651799916,12,12,19.273,-99.185
2023,Diciembre,2023-12-19,23:58:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,1 SIN DETENIDO,NARCISO MENDOZA SUPER MANZANA 2 VILLA COAPA,Narciso Mendoza,19.2908570261426,-99.1271557500154,12,23,19.291,-99.127
2024,Enero,2024-01-04,07:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Ejidos De San Pedro Martir,19.267144479589,-99.1607598095913,1,7,19.267,-99.161
2024,Enero,2024-01-15,15:00:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-1CD,SAN MIGUEL XICALCO,Pueblo San Miguel Xicalco,19.2338183299955,-99.162119491447,1,15,19.234,-99.162
2023,Noviembre,2023-11-26,15:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,SANTO TOMAS AJUSCO,Pueblo Santo Tomas Ajusco,19.2152251175627,-99.2006887798633,11,15,19.215,-99.201
2024,Enero,2024-01-10,14:40:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,RESIDENCIAL MIRAMONTES,Residencial Miramontes,19.3028987117518,-99.1245666095393,1,14,19.303,-99.125
2024,Enero,2024-01-16,20:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,1 SIN DETENIDO,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.2017819465383,-99.1433848253063,1,20,19.202,-99.143
2024,Enero,2024-01-08,13:00:00,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,VILLA LÁZARO CÁRDENAS,Villa Lazaro Cardenas,19.2983572595866,-99.1398444801535,1,13,19.298,-99.14
2024,Enero,2024-01-05,10:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,LOS CIPRESES,Viveros Coatectlan,19.2422878584071,-99.1548036392454,1,10,19.242,-99.155
2024,Enero,2024-01-15,01:58:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,NARCISO MENDOZA SUPER MANZANA 2 VILLA COAPA,Narciso Mendoza,19.2886231231716,-99.1286875603441,1,1,19.289,-99.129
2024,Enero,2024-01-17,22:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,JARDINES DEL AJUSCO,Jardines Del Ajusco,19.2854534237821,-99.2115280005977,1,22,19.285,-99.212
2023,Noviembre,2023-11-29,02:25:00,DELITO DE BAJO IMPACTO,FISCALÍA PARA LA INVESTIGACIÓN DE LOS DELITOS COMETIDOS POR SERVIDORES PÚBLICOS,B,UI-1CD,SANTA CRUZ,Pueblo San Miguel Topilejo,19.1976448547929,-99.1366749108964,11,2,19.198,-99.137
2024,Enero,2024-01-05,10:00:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-1CD,MIGUEL HIDALGO 1A SECCIÓN,Miguel Hidalgo,19.2861389147655,-99.1868540244065,1,10,19.286,-99.187
2024,Enero,2024-01-17,17:00:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-1CD,VISTAS DEL PEDREGAL,2 De Octubre,19.2736055372235,-99.2332929534489,1,17,19.274,-99.233
2024,Enero,2024-01-18,05:40:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,SAN MIGUEL TOPILEJO,Desconocido,19.1872581426775,-99.1446252498948,1,5,19.187,-99.145
2023,Octubre,2023-10-08,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,RESIDENCIAL MIRAMONTES,Residencial Miramontes,19.3030127137411,-99.122610840105,10,12,19.303,-99.123
2024,Enero,2024-01-18,01:30:00,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL TOPILEJO,Desconocido,19.1882545379661,-99.1441260896135,1,1,19.188,-99.144
2024,Enero,2024-01-17,23:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,RESIDENCIAL ACOXPA,Villa Coapa,19.2967911900273,-99.1254259004061,1,23,19.297,-99.125
2024,Enero,2024-01-13,20:15:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,CANTERA,Pueblo Santa Ursula Xitla,19.2791005540662,-99.1833768595824,1,20,19.279,-99.183
2024,Enero,2024-01-16,21:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,BARRIO EL CAPULÍN,Barrio El Capulin,19.2815426230207,-99.1896292697327,1,21,19.282,-99.19
2021,Enero,2021-01-06,11:13:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,LOMAS DE PADIERNA,Lomas De Padierna,19.2903186804517,-99.2293312397488,1,11,19.29,-99.229
2023,Octubre,2023-10-01,00:12:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,CHIMALCOYOTL,Pueblo Chimalcoyotl,19.2732523414359,-99.1646949599961,10,0,19.273,-99.165
2023,Agosto,2023-08-04,12:25:00,DELITO DE BAJO IMPACTO,FISCALÍA PARA LA INVESTIGACIÓN DE LOS DELITOS COMETIDOS POR SERVIDORES PÚBLICOS,B,UI-2CD,CHIMALCOYOTL,Pueblo Chimalcoyotl,19.2723212784187,-99.1636732197995,8,12,19.272,-99.164
2024,Enero,2024-01-06,17:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,La Palma,19.2446812903893,-99.1644231196003,1,17,19.245,-99.164
2023,Diciembre,2023-12-30,14:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.2541684118614,-99.1728365402762,12,14,19.254,-99.173
2024,Enero,2024-01-15,04:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,La Palma,19.2484459286833,-99.1615472996937,1,4,19.248,-99.162
2023,Mayo,2023-05-05,11:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SANTO TOMAS AJUSCO,Pueblo Santo Tomas Ajusco,19.2224072867581,-99.2090698301263,5,11,19.222,-99.209
2024,Enero,2024-01-16,18:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN PEDRO MÁRTIR,Pueblo San Pedro Martir,19.2688985314586,-99.1618535591098,1,18,19.269,-99.162
2024,Enero,2024-01-17,19:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SANTO TOMAS AJUSCO,Desconocido,19.221480958176,-99.2106259201152,1,19,19.221,-99.211
2024,Enero,2024-01-18,11:39:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-2CD,TLALPAN CENTRO I,Tlalpan,19.2863051684538,-99.1682248399939,1,11,19.286,-99.168
2024,Enero,2024-01-18,07:50:00,ROBO A CASA HABITACIÓN CON VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PEDREGAL DE SAN NICOLÁS 1A SECCIÓN,Pedregal De San Nicolas 1a Seccion,19.2967413231797,-99.2313202300799,1,7,19.297,-99.231
2023,Octubre,2023-10-15,15:15:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,PLAN DE AYALA,La Palma,19.2349794008372,-99.1491746797747,10,15,19.235,-99.149
2024,Enero,2024-01-12,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,2 DE OCTUBRE,2 De Octubre,19.2682682892236,-99.2299325004406,1,12,19.268,-99.23
2024,Enero,2024-01-17,09:10:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,ARENAL TEPEPAN,Arenal Tepepan,19.282394550383,-99.1411775299862,1,9,19.282,-99.141
2024,Enero,2024-01-07,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,SAN LORENZO HUIPULCO,Pueblo San Lorenzo Huipulco,19.2956181638619,-99.1532501597025,1,12,19.296,-99.153
2023,Diciembre,2023-12-11,10:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,SAN PEDRO MÁRTIR,Pueblo San Pedro Martir,19.2657247096424,-99.1712755000915,12,10,19.266,-99.171
2024,Enero,2024-01-17,21:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,VALLE DE TEPEPAN,Valle De Tepepan,19.274260704265,-99.1441360095864,1,21,19.274,-99.144
2024,Enero,2024-01-01,16:31:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,BELISARIO DOMÍNGUEZ SECCIÓN XVI,Belisario Dominguez Seccion Xvi,19.2932979901529,-99.1575940004343,1,16,19.293,-99.158
2023,Agosto,2023-08-12,20:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.2051742298168,-99.1356307299835,8,20,19.205,-99.136
2024,Enero,2024-01-18,12:48:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,PEDREGAL DE SAN NICOLÁS 3A SECCIÓN,Pedregal De San Nicolas 3a Seccion,19.285975236065,-99.2412436001937,1,12,19.286,-99.241
2024,Enero,2024-01-14,03:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,NARCISO MENDOZA SUPER MANZANA 2 VILLA COAPA,Narciso Mendoza,19.2881195663722,-99.1272336201898,1,3,19.288,-99.127
2023,Agosto,2023-08-24,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,VILLA OLÍMPICA,Villa Olimpica,19.2983876428472,-99.1857960795977,8,12,19.298,-99.186
2024,Enero,2024-01-15,20:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,75,Unidad de investigación 7 S/D,LOMAS DE PADIERNA,Lomas De Padierna,19.2894445707359,-99.228602828159,1,20,19.289,-99.229
2023,Octubre,2023-10-27,17:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TORIELLO GUERRA,Toriello Guerra,19.297028217953,-99.1536498103264,10,17,19.297,-99.154
2024,Enero,2024-01-04,23:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,75,Unidad de investigación 7 S/D,SAN ANDRÉS TOTOLTEPEC,La Palma,19.2506657055155,-99.1637652425916,1,23,19.251,-99.164
2022,Mayo,2022-05-31,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO II,Tlalpan Centro,19.2791927084944,-99.1675248700635,5,12,19.279,-99.168
2024,Enero,2024-01-15,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,VALLE ESCONDIDO,Valle Escondido,19.277935670703,-99.1438476704396,1,12,19.278,-99.144
2024,Enero,2024-01-14,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,VALLE ESCONDIDO,Valle Escondido,19.2747645470667,-99.1445034695491,1,12,19.275,-99.145
2024,Enero,2024-01-04,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Ejidos De San Pedro Martir,19.2680094001178,-99.1592663498533,1,12,19.268,-99.159
2024,Enero,2024-01-18,05:45:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,LAS FLORES,Pueblo Ocotla,19.2032035930388,-99.1572010503504,1,5,19.203,-99.157
2024,Enero,2024-01-04,04:30:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Ejidos De San Pedro Martir,19.2731698864511,-99.1575461599623,1,4,19.273,-99.158
2023,Abril,2023-04-13,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALCOLIGIA,Tlalcoligia,19.2728061424089,-99.1734646297095,4,12,19.273,-99.173
2024,Enero,2024-01-18,12:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,BELISARIO DOMÍNGUEZ SECCIÓN XVI,Belisario Dominguez Seccion Xvi,19.2908233569447,-99.1548809398058,1,12,19.291,-99.155
2024,Enero,2024-01-18,08:54:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,ISIDRO FABELA,Isidro Fabela,19.3015701182901,-99.1672638096601,1,8,19.302,-99.167
2024,Enero,2024-01-18,17:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,NARCISO MENDOZA SUPER MANZANA 5 VILLA COAPA,Narciso Mendoza,19.2924279242911,-99.1264102824644,1,17,19.292,-99.126
2024,Enero,2024-01-17,15:38:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SANTO TOMAS AJUSCO,Pueblo Santo Tomas Ajusco,19.2143563703747,-99.2010570500881,1,15,19.214,-99.201
2024,Enero,2024-01-14,09:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,VILLA LÁZARO CÁRDENAS,Villa Lazaro Cardenas,19.2954143679605,-99.1375927603704,1,9,19.295,-99.138
2024,Enero,2024-01-13,10:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,PEDREGAL DE SAN NICOLÁS 1A SECCIÓN,Pedregal De San Nicolas 1a Seccion,19.2923375139944,-99.2425805902534,1,10,19.292,-99.243
2024,Enero,2024-01-14,09:18:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,CUMBRES DE TEPETONGO,Cumbres De Tepetongo,19.2714513229156,-99.1880496703382,1,9,19.271,-99.188
2024,Enero,2024-01-18,05:30:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,HÉROES DE PADIERNA,Colinas Del Ajusco,19.2878127267156,-99.220880449843,1,5,19.288,-99.221
2024,Enero,2024-01-18,23:55:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,RESIDENCIAL ACOXPA,Residencial Acoxpa,19.2980853776329,-99.12505825964,1,23,19.298,-99.125
2024,Enero,2024-01-19,01:00:00,ROBO A NEGOCIO CON VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-2CD,COMUNEROS DE SANTA ÚRSULA,Comuneros De Santa Ursula,19.3009201324047,-99.1618911597922,1,1,19.301,-99.162
2022,Febrero,2022-02-21,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN COYOACÁN,UAT-COY-5,UI-1SD,FLORESTA COYOACÁN,Floresta Coyoacan,19.3053965670029,-99.1314630896783,2,12,19.305,-99.131
2024,Enero,2024-01-16,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,EL MIRADOR 1A SECCIÓN,El Mirador 1a Seccion,19.2689893896264,-99.1759634202343,1,12,19.269,-99.176
2024,Enero,2024-01-18,08:33:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,LOMAS DE PADIERNA,Lomas De Padierna,19.2938245586617,-99.2159776399205,1,8,19.294,-99.216
2024,Enero,2024-01-01,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE JUSTICIA PENAL PARA ADOLESCENTES,AEJPA,3 CON DETENIDO,LOS CIPRESES,La Palma,19.2368138838542,-99.1529725496333,1,12,19.237,-99.153
