fecha,servicio,dia,mes,anio,afluencia,mes_numerico
2023-01-16,Nochebús,16,Enero,2023,617,1
2023-01-16,Ordinario,16,Enero,2023,79953,1
2023-01-16,S/Metro,16,Enero,2023,157912,1
2023-01-16,Servicios Temporales,16,Enero,2023,2481,1
2023-01-17,Atenea,17,Enero,2023,11794,1
2023-01-17,Ecobús,17,Enero,2023,36178,1
2023-01-17,Expdirecto,17,Enero,2023,4817,1
2023-01-17,Expreso,17,Enero,2023,130850,1
2023-01-17,Nochebús,17,Enero,2023,742,1
2023-01-17,Ordinario,17,Enero,2023,79205,1
2023-01-17,S/Metro,17,Enero,2023,149561,1
2023-01-17,Servicios Temporales,17,Enero,2023,2667,1
2023-01-18,Atenea,18,Enero,2023,13305,1
2023-01-18,Ecobús,18,Enero,2023,36958,1
2023-01-18,Expdirecto,18,Enero,2023,4676,1
2023-01-18,Expreso,18,Enero,2023,132143,1
2023-01-18,Nochebús,18,Enero,2023,734,1
2023-01-18,Ordinario,18,Enero,2023,81586,1
2023-01-18,S/Metro,18,Enero,2023,149553,1
2023-01-18,Servicios Temporales,18,Enero,2023,2638,1
2023-01-19,Atenea,19,Enero,2023,12092,1
2023-01-19,Ecobús,19,Enero,2023,34764,1
2023-01-19,Expdirecto,19,Enero,2023,4567,1
2023-01-19,Expreso,19,Enero,2023,127775,1
2023-01-19,Nochebús,19,Enero,2023,868,1
2023-01-19,Ordinario,19,Enero,2023,82301,1
2023-01-19,S/Metro,19,Enero,2023,149816,1
2023-01-19,Servicios Temporales,19,Enero,2023,2998,1
2023-01-20,Atenea,20,Enero,2023,11177,1
2023-01-20,Ecobús,20,Enero,2023,35391,1
2023-01-20,Expdirecto,20,Enero,2023,4351,1
2023-01-20,Expreso,20,Enero,2023,128890,1
2023-01-20,Nochebús,20,Enero,2023,1015,1
2023-01-20,Ordinario,20,Enero,2023,81919,1
2023-01-20,S/Metro,20,Enero,2023,157975,1
2023-01-20,Servicios Temporales,20,Enero,2023,2413,1
2023-01-21,Atenea,21,Enero,2023,3691,1
2023-01-21,Ecobús,21,Enero,2023,23919,1
2023-01-21,Expdirecto,21,Enero,2023,1124,1
2023-01-21,Expreso,21,Enero,2023,72310,1
2023-01-21,Nochebús,21,Enero,2023,1291,1
2023-01-21,Ordinario,21,Enero,2023,35464,1
2023-01-21,S/Metro,21,Enero,2023,146585,1
2023-01-21,Servicios Temporales,21,Enero,2023,692,1
2023-01-22,Atenea,22,Enero,2023,4720,1
2023-01-22,Ecobús,22,Enero,2023,15329,1
2023-01-22,Expdirecto,22,Enero,2023,6,1
2023-01-22,Expreso,22,Enero,2023,55091,1
2023-01-22,Nochebús,22,Enero,2023,1174,1
2023-01-22,Ordinario,22,Enero,2023,27477,1
2023-01-22,S/Metro,22,Enero,2023,107394,1
2023-01-22,Servicios Temporales,22,Enero,2023,1228,1
2023-01-23,Atenea,23,Enero,2023,11389,1
2023-01-23,Ecobús,23,Enero,2023,34930,1
2023-01-23,Expdirecto,23,Enero,2023,4648,1
2023-01-23,Expreso,23,Enero,2023,141719,1
2023-01-23,Nochebús,23,Enero,2023,722,1
2023-01-23,Ordinario,23,Enero,2023,82860,1
2023-01-23,S/Metro,23,Enero,2023,154241,1
2023-01-23,Servicios Temporales,23,Enero,2023,2839,1
2023-01-24,Atenea,24,Enero,2023,9733,1
2023-01-24,Ecobús,24,Enero,2023,36957,1
2023-01-24,Expdirecto,24,Enero,2023,4859,1
2023-01-24,Expreso,24,Enero,2023,137368,1
2023-01-24,Nochebús,24,Enero,2023,780,1
2023-01-24,Ordinario,24,Enero,2023,80998,1
2023-01-24,S/Metro,24,Enero,2023,147629,1
2023-01-24,Servicios Temporales,24,Enero,2023,2791,1
2023-01-25,Atenea,25,Enero,2023,12673,1
2023-01-25,Ecobús,25,Enero,2023,36486,1
2023-01-25,Expdirecto,25,Enero,2023,4770,1
2023-01-25,Expreso,25,Enero,2023,139626,1
2023-01-25,Nochebús,25,Enero,2023,793,1
2023-01-25,Ordinario,25,Enero,2023,83338,1
2023-01-25,S/Metro,25,Enero,2023,144772,1
2023-01-25,Servicios Temporales,25,Enero,2023,2946,1
2023-01-26,Atenea,26,Enero,2023,12068,1
2023-01-26,Ecobús,26,Enero,2023,36714,1
2023-01-26,Expdirecto,26,Enero,2023,4546,1
2023-01-26,Expreso,26,Enero,2023,137624,1
2023-01-26,Nochebús,26,Enero,2023,966,1
2023-01-26,Ordinario,26,Enero,2023,81870,1
2023-01-26,S/Metro,26,Enero,2023,151874,1
2023-01-26,Servicios Temporales,26,Enero,2023,2282,1
2023-01-27,Atenea,27,Enero,2023,11816,1
2023-01-27,Ecobús,27,Enero,2023,37323,1
2023-01-27,Expdirecto,27,Enero,2023,4089,1
2023-01-27,Expreso,27,Enero,2023,131304,1
2023-01-27,Nochebús,27,Enero,2023,1007,1
2023-01-27,Ordinario,27,Enero,2023,65106,1
2023-01-27,S/Metro,27,Enero,2023,159651,1
2023-01-27,Servicios Temporales,27,Enero,2023,2160,1
2023-01-28,Atenea,28,Enero,2023,4925,1
2023-01-28,Ecobús,28,Enero,2023,26271,1
2023-01-28,Expdirecto,28,Enero,2023,1022,1
2023-01-28,Expreso,28,Enero,2023,73576,1
2023-01-28,Nochebús,28,Enero,2023,1326,1
2023-01-28,Ordinario,28,Enero,2023,34473,1
2023-01-28,S/Metro,28,Enero,2023,144748,1
2023-01-28,Servicios Temporales,28,Enero,2023,860,1
2023-01-29,Atenea,29,Enero,2023,3449,1
2023-01-29,Ecobús,29,Enero,2023,15853,1
2023-01-29,Expdirecto,29,Enero,2023,6,1
2023-01-29,Expreso,29,Enero,2023,54447,1
2023-01-29,Nochebús,29,Enero,2023,1255,1
2023-01-29,Ordinario,29,Enero,2023,27668,1
2023-01-29,S/Metro,29,Enero,2023,104173,1
2023-01-29,Servicios Temporales,29,Enero,2023,1027,1
2023-01-30,Atenea,30,Enero,2023,13139,1
2023-01-30,Ecobús,30,Enero,2023,36968,1
2023-01-30,Expdirecto,30,Enero,2023,4423,1
2023-01-30,Expreso,30,Enero,2023,144116,1
2023-01-30,Nochebús,30,Enero,2023,507,1
2023-01-30,Ordinario,30,Enero,2023,84663,1
2023-01-30,S/Metro,30,Enero,2023,154147,1
2023-01-30,Servicios Temporales,30,Enero,2023,2705,1
2023-01-31,Atenea,31,Enero,2023,14774,1
2023-01-31,Ecobús,31,Enero,2023,38459,1
2023-01-31,Expdirecto,31,Enero,2023,4737,1
2023-01-31,Expreso,31,Enero,2023,142846,1
2023-01-31,Nochebús,31,Enero,2023,647,1
2023-01-31,Ordinario,31,Enero,2023,83476,1
2023-01-31,S/Metro,31,Enero,2023,150479,1
2023-01-31,Servicios Temporales,31,Enero,2023,2426,1
2023-02-01,Atenea,1,Febrero,2023,15881,2
2023-02-01,Ecobús,1,Febrero,2023,37460,2
2023-02-01,Expdirecto,1,Febrero,2023,7321,2
2023-02-01,Expreso,1,Febrero,2023,160553,2
2023-02-01,Nochebús,1,Febrero,2023,841,2
2023-02-01,Ordinario,1,Febrero,2023,91075,2
2023-02-01,S/Metro,1,Febrero,2023,165192,2
2023-02-01,Servicios Temporales,1,Febrero,2023,2982,2
2023-02-02,Atenea,2,Febrero,2023,12073,2
2023-02-02,Ecobús,2,Febrero,2023,36410,2
2023-02-02,Expdirecto,2,Febrero,2023,6800,2
2023-02-02,Expreso,2,Febrero,2023,147333,2
2023-02-02,Nochebús,2,Febrero,2023,742,2
2023-02-02,Ordinario,2,Febrero,2023,86478,2
2023-02-02,S/Metro,2,Febrero,2023,152407,2
2023-02-02,Servicios Temporales,2,Febrero,2023,1559,2
2023-02-03,Atenea,3,Febrero,2023,12743,2
2023-02-03,Ecobús,3,Febrero,2023,37491,2
2023-02-03,Expdirecto,3,Febrero,2023,6418,2
2023-02-03,Expreso,3,Febrero,2023,148746,2
2023-02-03,Nochebús,3,Febrero,2023,1019,2
2023-02-03,Ordinario,3,Febrero,2023,86787,2
2023-02-03,S/Metro,3,Febrero,2023,157294,2
2023-02-03,Servicios Temporales,3,Febrero,2023,1649,2
2023-02-04,Atenea,4,Febrero,2023,4853,2
2023-02-04,Ecobús,4,Febrero,2023,26185,2
2023-02-04,Expdirecto,4,Febrero,2023,2933,2
2023-02-04,Expreso,4,Febrero,2023,80372,2
2023-02-04,Nochebús,4,Febrero,2023,1158,2
2023-02-04,Ordinario,4,Febrero,2023,39193,2
2023-02-04,S/Metro,4,Febrero,2023,148062,2
2023-02-04,Servicios Temporales,4,Febrero,2023,1411,2
2023-02-05,Atenea,5,Febrero,2023,2969,2
2023-02-05,Ecobús,5,Febrero,2023,16263,2
2023-02-05,Expdirecto,5,Febrero,2023,1189,2
2023-02-05,Expreso,5,Febrero,2023,59275,2
2023-02-05,Nochebús,5,Febrero,2023,1109,2
2023-02-05,Ordinario,5,Febrero,2023,30226,2
2023-02-05,S/Metro,5,Febrero,2023,107986,2
2023-02-05,Servicios Temporales,5,Febrero,2023,693,2
2023-02-06,Atenea,6,Febrero,2023,5924,2
2023-02-06,Ecobús,6,Febrero,2023,18706,2
2023-02-06,Expdirecto,6,Febrero,2023,2624,2
2023-02-06,Expreso,6,Febrero,2023,82517,2
2023-02-06,Nochebús,6,Febrero,2023,627,2
2023-02-06,Ordinario,6,Febrero,2023,44419,2
2023-02-06,S/Metro,6,Febrero,2023,124362,2
2023-02-06,Servicios Temporales,6,Febrero,2023,1104,2
2023-02-07,Atenea,7,Febrero,2023,15569,2
2023-02-07,Ecobús,7,Febrero,2023,36543,2
2023-02-07,Expdirecto,7,Febrero,2023,7237,2
2023-02-07,Expreso,7,Febrero,2023,152740,2
2023-02-07,Nochebús,7,Febrero,2023,570,2
2023-02-07,Ordinario,7,Febrero,2023,89945,2
2023-02-07,S/Metro,7,Febrero,2023,154878,2
2023-02-07,Servicios Temporales,7,Febrero,2023,1492,2
2023-02-08,Atenea,8,Febrero,2023,16655,2
2023-02-08,Ecobús,8,Febrero,2023,36089,2
2023-02-08,Expdirecto,8,Febrero,2023,7038,2
2023-02-08,Expreso,8,Febrero,2023,154810,2
2023-02-08,Nochebús,8,Febrero,2023,760,2
2023-02-08,Ordinario,8,Febrero,2023,93482,2
2023-02-08,S/Metro,8,Febrero,2023,155166,2
2023-02-08,Servicios Temporales,8,Febrero,2023,1800,2
2023-02-09,Atenea,9,Febrero,2023,17075,2
2023-02-09,Ecobús,9,Febrero,2023,37288,2
2023-02-09,Expdirecto,9,Febrero,2023,7440,2
2023-02-09,Expreso,9,Febrero,2023,154737,2
2023-02-09,Nochebús,9,Febrero,2023,946,2
2023-02-09,Ordinario,9,Febrero,2023,88943,2
2023-02-09,S/Metro,9,Febrero,2023,154190,2
2023-02-09,Servicios Temporales,9,Febrero,2023,1322,2
2023-02-10,Atenea,10,Febrero,2023,17504,2
2023-02-10,Ecobús,10,Febrero,2023,35804,2
2023-02-10,Expdirecto,10,Febrero,2023,6943,2
2023-02-10,Expreso,10,Febrero,2023,151779,2
2023-02-10,Nochebús,10,Febrero,2023,1066,2
2023-02-10,Ordinario,10,Febrero,2023,90474,2
2023-02-10,S/Metro,10,Febrero,2023,162965,2
2023-02-10,Servicios Temporales,10,Febrero,2023,1583,2
2023-02-11,Atenea,11,Febrero,2023,4037,2
2023-02-11,Ecobús,11,Febrero,2023,27965,2
2023-02-11,Expdirecto,11,Febrero,2023,3256,2
2023-02-11,Expreso,11,Febrero,2023,80135,2
2023-02-11,Nochebús,11,Febrero,2023,1221,2
2023-02-11,Ordinario,11,Febrero,2023,44143,2
2023-02-11,S/Metro,11,Febrero,2023,149956,2
2023-02-11,Servicios Temporales,11,Febrero,2023,985,2
2023-02-12,Atenea,12,Febrero,2023,3230,2
2023-02-12,Ecobús,12,Febrero,2023,17344,2
2023-02-12,Expdirecto,12,Febrero,2023,1305,2
2023-02-12,Expreso,12,Febrero,2023,61480,2
2023-02-12,Nochebús,12,Febrero,2023,1242,2
2023-02-12,Ordinario,12,Febrero,2023,31195,2
2023-02-12,S/Metro,12,Febrero,2023,110259,2
2023-02-12,Servicios Temporales,12,Febrero,2023,1200,2
2023-02-13,Atenea,13,Febrero,2023,14392,2
2023-02-13,Ecoatenea,13,Febrero,2023,624,2
2023-02-13,Ecobús,13,Febrero,2023,36962,2
2023-02-13,Expdirecto,13,Febrero,2023,7187,2
2023-02-13,Expreso,13,Febrero,2023,155721,2
2023-02-13,Nochebús,13,Febrero,2023,656,2
2023-02-13,Ordinario,13,Febrero,2023,95300,2
2023-02-13,S/Metro,13,Febrero,2023,160158,2
2023-02-13,Servicios Temporales,13,Febrero,2023,2041,2
2023-02-14,Atenea,14,Febrero,2023,16485,2
2023-02-14,Ecoatenea,14,Febrero,2023,140,2
2023-02-14,Ecobús,14,Febrero,2023,38773,2
2023-02-14,Expdirecto,14,Febrero,2023,7510,2
2023-02-14,Expreso,14,Febrero,2023,149895,2
2023-02-14,Nochebús,14,Febrero,2023,695,2
2023-02-14,Ordinario,14,Febrero,2023,89513,2
2023-02-14,S/Metro,14,Febrero,2023,152266,2
2023-02-14,Servicios Temporales,14,Febrero,2023,2118,2
2023-02-15,Atenea,15,Febrero,2023,16162,2
2023-02-15,Ecobús,15,Febrero,2023,38079,2
2023-02-15,Expdirecto,15,Febrero,2023,7808,2
2023-02-15,Expreso,15,Febrero,2023,154621,2
2023-02-15,Nochebús,15,Febrero,2023,1028,2
2023-02-15,Ordinario,15,Febrero,2023,93557,2
2023-02-15,S/Metro,15,Febrero,2023,153667,2
2023-02-15,Servicios Temporales,15,Febrero,2023,2280,2
2023-02-16,Atenea,16,Febrero,2023,14143,2
2023-02-16,Ecobús,16,Febrero,2023,37158,2
2023-02-16,Expdirecto,16,Febrero,2023,7697,2
2023-02-16,Expreso,16,Febrero,2023,157568,2
2023-02-16,Nochebús,16,Febrero,2023,854,2
2023-02-16,Ordinario,16,Febrero,2023,91732,2
2023-02-16,S/Metro,16,Febrero,2023,155192,2
2023-02-16,Servicios Temporales,16,Febrero,2023,1363,2
2023-02-17,Atenea,17,Febrero,2023,12733,2
2023-02-17,Ecobús,17,Febrero,2023,36592,2
2023-02-17,Expdirecto,17,Febrero,2023,7092,2
2023-02-17,Expreso,17,Febrero,2023,156034,2
2023-02-17,Nochebús,17,Febrero,2023,1026,2
2023-02-17,Ordinario,17,Febrero,2023,92024,2
2023-02-17,S/Metro,17,Febrero,2023,160342,2
2023-02-17,Servicios Temporales,17,Febrero,2023,1013,2
2023-02-18,Atenea,18,Febrero,2023,4629,2
2023-02-18,Ecobús,18,Febrero,2023,26369,2
2023-02-18,Expdirecto,18,Febrero,2023,3398,2
2023-02-18,Expreso,18,Febrero,2023,80861,2
2023-02-18,Nochebús,18,Febrero,2023,1434,2
2023-02-18,Ordinario,18,Febrero,2023,39321,2
2023-02-18,S/Metro,18,Febrero,2023,159976,2
2023-02-18,Servicios Temporales,18,Febrero,2023,576,2
2023-02-19,Atenea,19,Febrero,2023,3403,2
2023-02-19,Ecobús,19,Febrero,2023,17714,2
2023-02-19,Expdirecto,19,Febrero,2023,1248,2
2023-02-19,Expreso,19,Febrero,2023,60961,2
2023-02-19,Nochebús,19,Febrero,2023,1511,2
2023-02-19,Ordinario,19,Febrero,2023,29049,2
2023-02-19,S/Metro,19,Febrero,2023,116969,2
2023-02-19,Servicios Temporales,19,Febrero,2023,674,2
2023-02-20,Atenea,20,Febrero,2023,14359,2
2023-02-20,Ecobús,20,Febrero,2023,35919,2
2023-02-20,Expdirecto,20,Febrero,2023,7677,2
2023-02-20,Expreso,20,Febrero,2023,155610,2
2023-02-20,Nochebús,20,Febrero,2023,741,2
2023-02-20,Ordinario,20,Febrero,2023,96408,2
2023-02-20,S/Metro,20,Febrero,2023,169150,2
2023-02-20,Servicios Temporales,20,Febrero,2023,2064,2
2023-02-21,Atenea,21,Febrero,2023,14951,2
2023-02-21,Ecobús,21,Febrero,2023,37270,2
2023-02-21,Expdirecto,21,Febrero,2023,7913,2
2023-02-21,Expreso,21,Febrero,2023,157399,2
2023-02-21,Nochebús,21,Febrero,2023,753,2
2023-02-21,Ordinario,21,Febrero,2023,91727,2
2023-02-21,S/Metro,21,Febrero,2023,158886,2
2023-02-21,Servicios Temporales,21,Febrero,2023,2043,2
2023-02-22,Atenea,22,Febrero,2023,16221,2
2023-02-22,Ecobús,22,Febrero,2023,40770,2
2023-02-22,Expdirecto,22,Febrero,2023,7974,2
2023-02-22,Expreso,22,Febrero,2023,153176,2
2023-02-22,Nochebús,22,Febrero,2023,663,2
2023-02-22,Ordinario,22,Febrero,2023,96718,2
2023-02-22,S/Metro,22,Febrero,2023,162846,2
2023-02-22,Servicios Temporales,22,Febrero,2023,1679,2
2023-02-23,Atenea,23,Febrero,2023,17206,2
2023-02-23,Ecobús,23,Febrero,2023,40649,2
2023-02-23,Expdirecto,23,Febrero,2023,7852,2
2023-02-23,Expreso,23,Febrero,2023,153732,2
2023-02-23,Nochebús,23,Febrero,2023,916,2
2023-02-23,Ordinario,23,Febrero,2023,94383,2
2023-02-23,S/Metro,23,Febrero,2023,159604,2
2023-02-23,Servicios Temporales,23,Febrero,2023,1739,2
2023-02-24,Atenea,24,Febrero,2023,14444,2
2023-02-24,Ecobús,24,Febrero,2023,41778,2
2023-02-24,Expdirecto,24,Febrero,2023,7650,2
2023-02-24,Expreso,24,Febrero,2023,162801,2
2023-02-24,Nochebús,24,Febrero,2023,1060,2
2023-02-24,Ordinario,24,Febrero,2023,90365,2
2023-02-24,S/Metro,24,Febrero,2023,172036,2
2023-02-24,Servicios Temporales,24,Febrero,2023,2453,2
2023-02-25,Atenea,25,Febrero,2023,6535,2
2023-02-25,Ecobús,25,Febrero,2023,28744,2
2023-02-25,Expdirecto,25,Febrero,2023,3474,2
2023-02-25,Expreso,25,Febrero,2023,81276,2
2023-02-25,Nochebús,25,Febrero,2023,1498,2
2023-02-25,Ordinario,25,Febrero,2023,36727,2
2023-02-25,S/Metro,25,Febrero,2023,148160,2
2023-02-25,Servicios Temporales,25,Febrero,2023,738,2
2023-02-26,Atenea,26,Febrero,2023,4309,2
2023-02-26,Ecobús,26,Febrero,2023,16291,2
2023-02-26,Expdirecto,26,Febrero,2023,1422,2
2023-02-26,Expreso,26,Febrero,2023,60218,2
2023-02-26,Nochebús,26,Febrero,2023,1417,2
2023-02-26,Ordinario,26,Febrero,2023,27703,2
2023-02-26,S/Metro,26,Febrero,2023,111639,2
2023-02-26,Servicios Temporales,26,Febrero,2023,612,2
2023-02-27,Atenea,27,Febrero,2023,13737,2
2023-02-27,Ecobús,27,Febrero,2023,39349,2
2023-02-27,Expdirecto,27,Febrero,2023,7635,2
2023-02-27,Expreso,27,Febrero,2023,155159,2
2023-02-27,Nochebús,27,Febrero,2023,803,2
2023-02-27,Ordinario,27,Febrero,2023,97016,2
2023-02-27,S/Metro,27,Febrero,2023,157887,2
2023-02-27,Servicios Temporales,27,Febrero,2023,2462,2
2023-02-28,Atenea,28,Febrero,2023,15309,2
2023-02-28,Ecobús,28,Febrero,2023,39747,2
2023-02-28,Expdirecto,28,Febrero,2023,7826,2
2023-02-28,Expreso,28,Febrero,2023,158309,2
2023-02-28,Nochebús,28,Febrero,2023,680,2
2023-02-28,Ordinario,28,Febrero,2023,95866,2
2023-02-28,S/Metro,28,Febrero,2023,151781,2
2023-02-28,Servicios Temporales,28,Febrero,2023,2573,2
2023-03-01,Atenea,1,Marzo,2023,14730,3
2023-03-01,Ecobús,1,Marzo,2023,42774,3
2023-03-01,Expdirecto,1,Marzo,2023,5072,3
2023-03-01,Expreso,1,Marzo,2023,158886,3
2023-03-01,Nochebús,1,Marzo,2023,711,3
2023-03-01,Ordinario,1,Marzo,2023,107593,3
2023-03-01,S/Metro,1,Marzo,2023,158431,3
2023-03-01,Servicios Temporales,1,Marzo,2023,2603,3
2023-03-02,Atenea,2,Marzo,2023,13978,3
2023-03-02,Ecobús,2,Marzo,2023,42400,3
2023-03-02,Expdirecto,2,Marzo,2023,4900,3
2023-03-02,Expreso,2,Marzo,2023,157454,3
2023-03-02,Nochebús,2,Marzo,2023,800,3
2023-03-02,Ordinario,2,Marzo,2023,100996,3
2023-03-02,S/Metro,2,Marzo,2023,157731,3
2023-03-02,Servicios Temporales,2,Marzo,2023,2485,3
2023-03-03,Atenea,3,Marzo,2023,14297,3
2023-03-03,Ecobús,3,Marzo,2023,40285,3
2023-03-03,Expdirecto,3,Marzo,2023,4632,3
2023-03-03,Expreso,3,Marzo,2023,155822,3
2023-03-03,Nochebús,3,Marzo,2023,1024,3
2023-03-03,Ordinario,3,Marzo,2023,99017,3
2023-03-03,S/Metro,3,Marzo,2023,160779,3
2023-03-03,Servicios Temporales,3,Marzo,2023,2432,3
2023-03-04,Atenea,4,Marzo,2023,7065,3
2023-03-04,Ecobús,4,Marzo,2023,29372,3
2023-03-04,Expdirecto,4,Marzo,2023,1380,3
2023-03-04,Expreso,4,Marzo,2023,83027,3
2023-03-04,Nochebús,4,Marzo,2023,1518,3
2023-03-04,Ordinario,4,Marzo,2023,43802,3
2023-03-04,S/Metro,4,Marzo,2023,152591,3
2023-03-04,Servicios Temporales,4,Marzo,2023,1037,3
2023-03-05,Atenea,5,Marzo,2023,4561,3
2023-03-05,Ecobús,5,Marzo,2023,20148,3
2023-03-05,Expreso,5,Marzo,2023,68532,3
2023-03-05,Nochebús,5,Marzo,2023,1320,3
2023-03-05,Ordinario,5,Marzo,2023,33092,3
2023-03-05,S/Metro,5,Marzo,2023,113212,3
2023-03-05,Servicios Temporales,5,Marzo,2023,1128,3
2023-03-06,Atenea,6,Marzo,2023,15639,3
2023-03-06,Ecobús,6,Marzo,2023,44519,3
2023-03-06,Expdirecto,6,Marzo,2023,4896,3
2023-03-06,Expreso,6,Marzo,2023,151682,3
2023-03-06,Nochebús,6,Marzo,2023,642,3
2023-03-06,Ordinario,6,Marzo,2023,102241,3
2023-03-06,S/Metro,6,Marzo,2023,159131,3
2023-03-06,Servicios Temporales,6,Marzo,2023,2136,3
2023-03-07,Atenea,7,Marzo,2023,16402,3
2023-03-07,Ecobús,7,Marzo,2023,41661,3
2023-03-07,Expdirecto,7,Marzo,2023,5013,3
2023-03-07,Expreso,7,Marzo,2023,153480,3
2023-03-07,Nochebús,7,Marzo,2023,680,3
2023-03-07,Ordinario,7,Marzo,2023,101568,3
2023-03-07,S/Metro,7,Marzo,2023,150903,3
2023-03-07,Servicios Temporales,7,Marzo,2023,1528,3
2023-03-08,Atenea,8,Marzo,2023,13029,3
2023-03-08,Ecobús,8,Marzo,2023,39751,3
2023-03-08,Expdirecto,8,Marzo,2023,4533,3
2023-03-08,Expreso,8,Marzo,2023,146502,3
2023-03-08,Nochebús,8,Marzo,2023,702,3
2023-03-08,Ordinario,8,Marzo,2023,95778,3
2023-03-08,S/Metro,8,Marzo,2023,151185,3
2023-03-08,Servicios Temporales,8,Marzo,2023,2003,3
2023-03-09,Atenea,9,Marzo,2023,15048,3
2023-03-09,Ecobús,9,Marzo,2023,41735,3
2023-03-09,Expdirecto,9,Marzo,2023,4759,3
2023-03-09,Expreso,9,Marzo,2023,147295,3
2023-03-09,Nochebús,9,Marzo,2023,898,3
2023-03-09,Ordinario,9,Marzo,2023,100949,3
2023-03-09,S/Metro,9,Marzo,2023,155872,3
2023-03-09,Servicios Temporales,9,Marzo,2023,1081,3
2023-03-10,Atenea,10,Marzo,2023,15825,3
2023-03-10,Ecobús,10,Marzo,2023,42534,3
2023-03-10,Expdirecto,10,Marzo,2023,4567,3
2023-03-10,Expreso,10,Marzo,2023,155165,3
2023-03-10,Nochebús,10,Marzo,2023,1021,3
2023-03-10,Ordinario,10,Marzo,2023,102619,3
2023-03-10,S/Metro,10,Marzo,2023,162854,3
2023-03-10,Servicios Temporales,10,Marzo,2023,2254,3
2023-03-11,Atenea,11,Marzo,2023,8344,3
2023-03-11,Ecobús,11,Marzo,2023,29079,3
2023-03-11,Expdirecto,11,Marzo,2023,1382,3
2023-03-11,Expreso,11,Marzo,2023,79426,3
2023-03-11,Nochebús,11,Marzo,2023,1757,3
2023-03-11,Ordinario,11,Marzo,2023,46052,3
2023-03-11,S/Metro,11,Marzo,2023,152151,3
2023-03-11,Servicios Temporales,11,Marzo,2023,712,3
2023-03-12,Atenea,12,Marzo,2023,5826,3
2023-03-12,Ecobús,12,Marzo,2023,17537,3
2023-03-12,Expreso,12,Marzo,2023,54701,3
2023-03-12,Nochebús,12,Marzo,2023,1644,3
2023-03-12,Ordinario,12,Marzo,2023,30480,3
2023-03-12,S/Metro,12,Marzo,2023,105060,3
2023-03-12,Servicios Temporales,12,Marzo,2023,447,3
2023-03-13,Atenea,13,Marzo,2023,16108,3
2023-03-13,Ecobús,13,Marzo,2023,43765,3
2023-03-13,Expdirecto,13,Marzo,2023,4596,3
2023-03-13,Expreso,13,Marzo,2023,147852,3
2023-03-13,Nochebús,13,Marzo,2023,533,3
2023-03-13,Ordinario,13,Marzo,2023,97687,3
2023-03-13,S/Metro,13,Marzo,2023,152425,3
2023-03-13,Servicios Temporales,13,Marzo,2023,2325,3
2023-03-14,Atenea,14,Marzo,2023,16631,3
2023-03-14,Ecobús,14,Marzo,2023,42933,3
2023-03-14,Expdirecto,14,Marzo,2023,4579,3
2023-03-14,Expreso,14,Marzo,2023,148387,3
2023-03-14,Nochebús,14,Marzo,2023,581,3
2023-03-14,Ordinario,14,Marzo,2023,96850,3
2023-03-14,S/Metro,14,Marzo,2023,145814,3
2023-03-14,Servicios Temporales,14,Marzo,2023,2752,3
2023-03-15,Atenea,15,Marzo,2023,17372,3
2023-03-15,Ecobús,15,Marzo,2023,44038,3
2023-03-15,Expdirecto,15,Marzo,2023,4565,3
2023-03-15,Expreso,15,Marzo,2023,147627,3
2023-03-15,Nochebús,15,Marzo,2023,625,3
2023-03-15,Ordinario,15,Marzo,2023,97872,3
2023-03-15,S/Metro,15,Marzo,2023,148471,3
2023-03-15,Servicios Temporales,15,Marzo,2023,2547,3
2023-03-16,Atenea,16,Marzo,2023,17195,3
2023-03-16,Ecobús,16,Marzo,2023,42746,3
2023-03-16,Expdirecto,16,Marzo,2023,4617,3
2023-03-16,Expreso,16,Marzo,2023,145148,3
2023-03-16,Nochebús,16,Marzo,2023,751,3
2023-03-16,Ordinario,16,Marzo,2023,96843,3
2023-03-16,S/Metro,16,Marzo,2023,146368,3
2023-03-16,Servicios Temporales,16,Marzo,2023,2182,3
2023-03-17,Atenea,17,Marzo,2023,14839,3
2023-03-17,Ecobús,17,Marzo,2023,42762,3
2023-03-17,Expdirecto,17,Marzo,2023,4302,3
2023-03-17,Expreso,17,Marzo,2023,146378,3
2023-03-17,Nochebús,17,Marzo,2023,951,3
2023-03-17,Ordinario,17,Marzo,2023,89963,3
2023-03-17,S/Metro,17,Marzo,2023,156196,3
2023-03-17,Servicios Temporales,17,Marzo,2023,2688,3
2023-03-18,Atenea,18,Marzo,2023,6531,3
2023-03-18,Ecobús,18,Marzo,2023,29658,3
2023-03-18,Expdirecto,18,Marzo,2023,1438,3
2023-03-18,Expreso,18,Marzo,2023,77880,3
2023-03-18,Nochebús,18,Marzo,2023,1290,3
2023-03-18,Ordinario,18,Marzo,2023,45073,3
2023-03-18,S/Metro,18,Marzo,2023,122459,3
2023-03-18,Servicios Temporales,18,Marzo,2023,969,3
2023-03-19,Atenea,19,Marzo,2023,4416,3
2023-03-19,Ecobús,19,Marzo,2023,21002,3
2023-03-19,Expreso,19,Marzo,2023,59172,3
2023-03-19,Nochebús,19,Marzo,2023,1232,3
2023-03-19,Ordinario,19,Marzo,2023,30958,3
2023-03-19,S/Metro,19,Marzo,2023,107653,3
2023-03-19,Servicios Temporales,19,Marzo,2023,883,3
2023-03-20,Atenea,20,Marzo,2023,8103,3
