fecha,dia,mes,anio,afluencia,mes_numerico
2024-08-13,13,Agosto,2024,93391,8
2024-08-14,14,Agosto,2024,92860,8
2024-08-15,15,Agosto,2024,90852,8
2024-08-16,16,Agosto,2024,95262,8
2024-08-17,17,Agosto,2024,66097,8
2024-08-18,18,Agosto,2024,42322,8
2024-08-19,19,Agosto,2024,97297,8
2024-08-20,20,Agosto,2024,100900,8
2024-08-21,21,Agosto,2024,101839,8
2024-08-22,22,Agosto,2024,101725,8
2024-08-23,23,Agosto,2024,101307,8
2024-08-24,24,Agosto,2024,67655,8
2024-08-25,25,Agosto,2024,41562,8
2024-08-26,26,Agosto,2024,111242,8
2024-08-27,27,Agosto,2024,113350,8
2024-08-28,28,Agosto,2024,113210,8
2024-08-29,29,Agosto,2024,114320,8
2024-08-30,30,Agosto,2024,117576,8
2024-08-31,31,Agosto,2024,69022,8
2024-09-01,1,Septiembre,2024,41904,9
2024-09-02,2,Septiembre,2024,113899,9
2024-09-03,3,Septiembre,2024,117712,9
2024-09-04,4,Septiembre,2024,117199,9
2024-09-05,5,Septiembre,2024,116933,9
2024-09-06,6,Septiembre,2024,117671,9
2024-09-07,7,Septiembre,2024,63455,9
2024-09-08,8,Septiembre,2024,40335,9
2024-09-09,9,Septiembre,2024,114372,9
2024-09-10,10,Septiembre,2024,118871,9
2024-09-11,11,Septiembre,2024,118949,9
2024-09-12,12,Septiembre,2024,119524,9
2024-09-13,13,Septiembre,2024,114241,9
2024-09-14,14,Septiembre,2024,67235,9
2024-09-15,15,Septiembre,2024,35470,9
2024-09-16,16,Septiembre,2024,30845,9
2024-09-17,17,Septiembre,2024,117024,9
2024-09-18,18,Septiembre,2024,118605,9
2024-09-19,19,Septiembre,2024,119471,9
2024-09-20,20,Septiembre,2024,117681,9
2024-09-21,21,Septiembre,2024,83321,9
2024-09-22,22,Septiembre,2024,51923,9
2024-09-23,23,Septiembre,2024,123247,9
2024-09-24,24,Septiembre,2024,122582,9
2024-09-25,25,Septiembre,2024,121569,9
2024-09-26,26,Septiembre,2024,115853,9
2024-09-27,27,Septiembre,2024,105283,9
2024-09-28,28,Septiembre,2024,68998,9
2024-09-29,29,Septiembre,2024,38624,9
2024-09-30,30,Septiembre,2024,110734,9
2024-10-01,1,Octubre,2024,48184,10
2024-10-02,2,Octubre,2024,114376,10
2024-10-03,3,Octubre,2024,122584,10
2024-10-04,4,Octubre,2024,123335,10
2024-10-05,5,Octubre,2024,71053,10
2024-10-06,6,Octubre,2024,38935,10
2024-10-07,7,Octubre,2024,120900,10
2024-10-08,8,Octubre,2024,124656,10
2024-10-09,9,Octubre,2024,121773,10
2024-10-10,10,Octubre,2024,123383,10
2024-10-11,11,Octubre,2024,124045,10
2024-10-12,12,Octubre,2024,72758,10
2024-10-13,13,Octubre,2024,41645,10
2024-10-14,14,Octubre,2024,121870,10
2024-10-15,15,Octubre,2024,126074,10
2024-10-16,16,Octubre,2024,125336,10
2024-10-17,17,Octubre,2024,124085,10
2024-10-18,18,Octubre,2024,126704,10
2024-10-19,19,Octubre,2024,78251,10
2024-10-20,20,Octubre,2024,44037,10
2024-10-21,21,Octubre,2024,118752,10
2024-10-22,22,Octubre,2024,122620,10
2024-10-23,23,Octubre,2024,121741,10
2024-10-24,24,Octubre,2024,124193,10
2024-10-25,25,Octubre,2024,127277,10
2024-10-26,26,Octubre,2024,82738,10
2024-10-27,27,Octubre,2024,49911,10
2024-10-28,28,Octubre,2024,123406,10
2024-10-29,29,Octubre,2024,126073,10
2024-10-30,30,Octubre,2024,126562,10
2024-10-31,31,Octubre,2024,118408,10
2024-11-01,1,Noviembre,2024,99566,11
2024-11-02,2,Noviembre,2024,59757,11
2024-11-03,3,Noviembre,2024,41744,11
2024-11-04,4,Noviembre,2024,122393,11
2024-11-05,5,Noviembre,2024,126449,11
2024-11-06,6,Noviembre,2024,126092,11
2024-11-07,7,Noviembre,2024,123838,11
2024-11-08,8,Noviembre,2024,138577,11
2024-11-09,9,Noviembre,2024,76281,11
2024-11-10,10,Noviembre,2024,44198,11
2024-11-11,11,Noviembre,2024,123551,11
2024-11-12,12,Noviembre,2024,125110,11
2024-11-13,13,Noviembre,2024,125246,11
2024-11-14,14,Noviembre,2024,129180,11
2024-11-15,15,Noviembre,2024,130359,11
2024-11-16,16,Noviembre,2024,76008,11
2024-11-17,17,Noviembre,2024,45838,11
2024-11-18,18,Noviembre,2024,48957,11
2024-11-19,19,Noviembre,2024,126776,11
2024-11-20,20,Noviembre,2024,122570,11
2024-11-21,21,Noviembre,2024,127701,11
2024-11-22,22,Noviembre,2024,127288,11
2024-11-23,23,Noviembre,2024,75638,11
2024-11-24,24,Noviembre,2024,44591,11
2024-11-25,25,Noviembre,2024,123755,11
2024-11-26,26,Noviembre,2024,123925,11
2024-11-27,27,Noviembre,2024,119745,11
2024-11-28,28,Noviembre,2024,87109,11
2024-11-29,29,Noviembre,2024,125038,11
2024-11-30,30,Noviembre,2024,77339,11
2024-12-01,1,Diciembre,2024,42452,12
2024-12-02,2,Diciembre,2024,118951,12
2024-12-03,3,Diciembre,2024,123561,12
2024-12-04,4,Diciembre,2024,134426,12
2024-12-05,5,Diciembre,2024,124795,12
2024-12-06,6,Diciembre,2024,126193,12
2024-12-07,7,Diciembre,2024,80746,12
2024-12-08,8,Diciembre,2024,47325,12
2024-12-09,9,Diciembre,2024,118054,12
2024-12-10,10,Diciembre,2024,122612,12
2024-12-11,11,Diciembre,2024,118544,12
2024-12-12,12,Diciembre,2024,94852,12
2024-12-13,13,Diciembre,2024,119874,12
2024-12-14,14,Diciembre,2024,86553,12
2024-12-15,15,Diciembre,2024,50181,12
2024-12-16,16,Diciembre,2024,110921,12
2024-12-17,17,Diciembre,2024,109105,12
2024-12-18,18,Diciembre,2024,105540,12
2024-12-19,19,Diciembre,2024,100755,12
2024-12-20,20,Diciembre,2024,100045,12
2024-12-21,21,Diciembre,2024,72896,12
2024-12-22,22,Diciembre,2024,48331,12
2024-12-23,23,Diciembre,2024,81364,12
2024-12-24,24,Diciembre,2024,57143,12
2024-12-25,25,Diciembre,2024,24253,12
2024-12-26,26,Diciembre,2024,70409,12
2024-12-27,27,Diciembre,2024,72987,12
2024-12-28,28,Diciembre,2024,60518,12
2024-12-29,29,Diciembre,2024,41166,12
2024-12-30,30,Diciembre,2024,71477,12
2024-12-31,31,Diciembre,2024,51187,12
2025-01-01,1,Enero,2025,22969,1
2025-01-02,2,Enero,2025,69274,1
2025-01-03,3,Enero,2025,74741,1
2025-01-04,4,Enero,2025,60948,1
2025-01-05,5,Enero,2025,41024,1
2025-01-06,6,Enero,2025,86575,1
2025-01-07,7,Enero,2025,97784,1
2025-01-08,8,Enero,2025,99543,1
2025-01-09,9,Enero,2025,102583,1
2025-01-10,10,Enero,2025,101192,1
2025-01-11,11,Enero,2025,66133,1
2025-01-12,12,Enero,2025,41630,1
2025-01-13,13,Enero,2025,106760,1
2025-01-14,14,Enero,2025,107633,1
2025-01-15,15,Enero,2025,106982,1
2025-01-16,16,Enero,2025,107559,1
2025-01-17,17,Enero,2025,104972,1
2025-01-18,18,Enero,2025,70800,1
2025-01-19,19,Enero,2025,50791,1
2025-01-20,20,Enero,2025,104270,1
2025-01-21,21,Enero,2025,105821,1
2025-01-22,22,Enero,2025,104958,1
2025-01-23,23,Enero,2025,105866,1
2025-01-24,24,Enero,2025,106941,1
2025-01-25,25,Enero,2025,71150,1
2025-01-26,26,Enero,2025,43368,1
2025-01-27,27,Enero,2025,105813,1
2025-01-28,28,Enero,2025,109114,1
2025-01-29,29,Enero,2025,109177,1
2025-01-30,30,Enero,2025,109134,1
2025-01-31,31,Enero,2025,109253,1
2025-02-01,1,Febrero,2025,70569,2
2025-02-02,2,Febrero,2025,40118,2
2025-02-03,3,Febrero,2025,46581,2
2025-02-04,4,Febrero,2025,115647,2
2025-02-05,5,Febrero,2025,115914,2
2025-02-06,6,Febrero,2025,116042,2
2025-02-07,7,Febrero,2025,116859,2
2025-02-08,8,Febrero,2025,73299,2
2025-02-09,9,Febrero,2025,41464,2
2025-02-10,10,Febrero,2025,119745,2
2025-02-11,11,Febrero,2025,126502,2
2025-02-12,12,Febrero,2025,124599,2
2025-02-13,13,Febrero,2025,125693,2
2025-02-14,14,Febrero,2025,126534,2
2025-02-15,15,Febrero,2025,75559,2
2025-02-16,16,Febrero,2025,44470,2
2025-02-17,17,Febrero,2025,126313,2
2025-02-18,18,Febrero,2025,129748,2
2025-02-19,19,Febrero,2025,127270,2
2025-02-20,20,Febrero,2025,128946,2
2025-02-21,21,Febrero,2025,129042,2
2025-02-22,22,Febrero,2025,75058,2
2025-02-23,23,Febrero,2025,43912,2
2025-02-24,24,Febrero,2025,116869,2
2025-02-25,25,Febrero,2025,119665,2
2025-02-26,26,Febrero,2025,127338,2
2025-02-27,27,Febrero,2025,131225,2
2025-02-28,28,Febrero,2025,122734,2
2025-03-01,1,Marzo,2025,72802,3
2025-03-02,2,Marzo,2025,42216,3
2025-03-03,3,Marzo,2025,119130,3
2025-03-04,4,Marzo,2025,122233,3
2025-03-05,5,Marzo,2025,115242,3
2025-03-06,6,Marzo,2025,115643,3
2025-03-07,7,Marzo,2025,123614,3
2025-03-08,8,Marzo,2025,72908,3
2025-03-09,9,Marzo,2025,45835,3
2025-03-10,10,Marzo,2025,125390,3
2025-03-11,11,Marzo,2025,130819,3
2025-03-12,12,Marzo,2025,127571,3
2025-03-13,13,Marzo,2025,127814,3
2025-03-14,14,Marzo,2025,128607,3
2025-03-15,15,Marzo,2025,82414,3
2025-03-16,16,Marzo,2025,43941,3
2025-03-17,17,Marzo,2025,49863,3
2025-03-18,18,Marzo,2025,127965,3
2025-03-19,19,Marzo,2025,131142,3
2025-03-20,20,Marzo,2025,129144,3
2025-03-21,21,Marzo,2025,139743,3
2025-03-22,22,Marzo,2025,88407,3
2025-03-23,23,Marzo,2025,44016,3
2025-03-24,24,Marzo,2025,128204,3
2025-03-25,25,Marzo,2025,127952,3
2025-03-26,26,Marzo,2025,125326,3
2025-03-27,27,Marzo,2025,127321,3
2025-03-28,28,Marzo,2025,134397,3
2025-03-29,29,Marzo,2025,80206,3
2025-03-30,30,Marzo,2025,44787,3
2025-03-31,31,Marzo,2025,126325,3
2025-04-01,1,Abril,2025,130180,4
2025-04-02,2,Abril,2025,129900,4
2025-04-03,3,Abril,2025,129584,4
2025-04-04,4,Abril,2025,75492,4
2025-04-05,5,Abril,2025,75306,4
2025-04-06,6,Abril,2025,44912,4
2025-04-07,7,Abril,2025,121358,4
2025-04-08,8,Abril,2025,127377,4
2025-04-09,9,Abril,2025,127922,4
2025-04-10,10,Abril,2025,128872,4
2025-04-11,11,Abril,2025,129434,4
2025-04-12,12,Abril,2025,67999,4
2025-04-13,13,Abril,2025,46171,4
2025-04-14,14,Abril,2025,95814,4
2025-04-15,15,Abril,2025,96519,4
2025-04-16,16,Abril,2025,92547,4
2025-04-17,17,Abril,2025,57702,4
2025-04-18,18,Abril,2025,39577,4
2025-04-19,19,Abril,2025,44879,4
2025-04-20,20,Abril,2025,37899,4
2025-04-21,21,Abril,2025,101200,4
2025-04-22,22,Abril,2025,105724,4
2025-04-23,23,Abril,2025,104853,4
2025-04-24,24,Abril,2025,106975,4
2025-04-25,25,Abril,2025,108561,4
2025-04-26,26,Abril,2025,71675,4
2025-04-27,27,Abril,2025,46495,4
2025-04-28,28,Abril,2025,122249,4
2025-04-29,29,Abril,2025,121944,4
2025-04-30,30,Abril,2025,120245,4
2025-05-01,1,Mayo,2025,51143,5
2025-05-02,2,Mayo,2025,104564,5
2025-05-03,3,Mayo,2025,68398,5
2025-05-04,4,Mayo,2025,42098,5
2025-05-05,5,Mayo,2025,88014,5
2025-05-06,6,Mayo,2025,114965,5
2025-05-07,7,Mayo,2025,125349,5
2025-05-08,8,Mayo,2025,115811,5
2025-05-09,9,Mayo,2025,112758,5
2025-05-10,10,Mayo,2025,58319,5
2025-05-11,11,Mayo,2025,41154,5
2025-05-12,12,Mayo,2025,118368,5
2025-05-13,13,Mayo,2025,124579,5
2025-05-14,14,Mayo,2025,119083,5
2025-05-15,15,Mayo,2025,104528,5
2025-05-16,16,Mayo,2025,113659,5
2025-05-17,17,Mayo,2025,78966,5
2025-05-18,18,Mayo,2025,47574,5
2025-05-19,19,Mayo,2025,122326,5
2025-05-20,20,Mayo,2025,126745,5
2025-05-21,21,Mayo,2025,125673,5
2025-05-22,22,Mayo,2025,124396,5
2025-05-23,23,Mayo,2025,122726,5
2025-05-24,24,Mayo,2025,76889,5
2025-05-25,25,Mayo,2025,46544,5
2025-05-26,26,Mayo,2025,117892,5
2025-05-27,27,Mayo,2025,123790,5
2025-05-28,28,Mayo,2025,124087,5
2025-05-29,29,Mayo,2025,123370,5
2025-05-30,30,Mayo,2025,116209,5
2025-05-31,31,Mayo,2025,72172,5
2025-06-01,1,Junio,2025,42340,6
2025-06-02,2,Junio,2025,116881,6
2025-06-03,3,Junio,2025,122697,6
2025-06-04,4,Junio,2025,118894,6
2025-06-05,5,Junio,2025,120431,6
2025-06-06,6,Junio,2025,122580,6
2025-06-07,7,Junio,2025,75174,6
2025-06-08,8,Junio,2025,43515,6
2025-06-09,9,Junio,2025,118385,6
2025-06-10,10,Junio,2025,122473,6
2025-06-11,11,Junio,2025,120970,6
2025-06-12,12,Junio,2025,118536,6
2025-06-13,13,Junio,2025,119455,6
2025-06-14,14,Junio,2025,73321,6
2025-06-15,15,Junio,2025,41322,6
2025-06-16,16,Junio,2025,110633,6
2025-06-17,17,Junio,2025,118845,6
2025-06-18,18,Junio,2025,117466,6
2025-06-19,19,Junio,2025,116889,6
2025-06-20,20,Junio,2025,117263,6
2025-06-21,21,Junio,2025,72883,6
2025-06-22,22,Junio,2025,36724,6
2025-06-23,23,Junio,2025,109851,6
2025-06-24,24,Junio,2025,114875,6
2025-06-25,25,Junio,2025,112573,6
2025-06-26,26,Junio,2025,113215,6
2025-06-27,27,Junio,2025,109326,6
2025-06-28,28,Junio,2025,74196,6
2025-06-29,29,Junio,2025,41955,6
2025-06-30,30,Junio,2025,107631,6
2025-07-01,1,Julio,2025,110106,7
2025-07-02,2,Julio,2025,108915,7
2025-07-03,3,Julio,2025,109797,7
2025-07-04,4,Julio,2025,108411,7
2025-07-05,5,Julio,2025,73921,7
2025-07-06,6,Julio,2025,44065,7
2025-07-07,7,Julio,2025,103895,7
2025-07-08,8,Julio,2025,105588,7
2025-07-09,9,Julio,2025,103838,7
2025-07-10,10,Julio,2025,103622,7
2025-07-11,11,Julio,2025,103139,7
2025-07-12,12,Julio,2025,71494,7
2025-07-13,13,Julio,2025,43989,7
2025-07-14,14,Julio,2025,101053,7
2025-07-15,15,Julio,2025,103607,7
2025-07-16,16,Julio,2025,98906,7
2025-07-17,17,Julio,2025,100429,7
2025-07-18,18,Julio,2025,102733,7
2025-07-19,19,Julio,2025,71932,7
2025-07-20,20,Julio,2025,45858,7
2025-07-21,21,Julio,2025,97835,7
2025-07-22,22,Julio,2025,100188,7
2025-07-23,23,Julio,2025,100964,7
2025-07-24,24,Julio,2025,98473,7
2025-07-25,25,Julio,2025,98592,7
2025-07-26,26,Julio,2025,70408,7
2025-07-27,27,Julio,2025,42845,7
2025-07-28,28,Julio,2025,64226,7
2025-07-29,29,Julio,2025,72355,7
2025-07-30,30,Julio,2025,72032,7
2025-07-31,31,Julio,2025,64265,7
2025-08-01,1,Agosto,2025,72589,8
2025-08-02,2,Agosto,2025,50933,8
2025-08-03,3,Agosto,2025,32281,8
2025-08-04,4,Agosto,2025,74960,8
2025-08-05,5,Agosto,2025,76138,8
2025-08-06,6,Agosto,2025,75419,8
2025-08-07,7,Agosto,2025,75483,8
2025-08-08,8,Agosto,2025,75974,8
2025-08-09,9,Agosto,2025,51749,8
2025-08-10,10,Agosto,2025,32038,8
2025-08-11,11,Agosto,2025,78500,8
2025-08-12,12,Agosto,2025,80596,8
2025-08-13,13,Agosto,2025,80668,8
2025-08-14,14,Agosto,2025,78073,8
2025-08-15,15,Agosto,2025,80404,8
2025-08-16,16,Agosto,2025,53570,8
2025-08-17,17,Agosto,2025,32573,8
2025-08-18,18,Agosto,2025,83015,8
2025-08-19,19,Agosto,2025,77873,8
2025-08-20,20,Agosto,2025,87779,8
2025-08-21,21,Agosto,2025,86419,8
2025-08-22,22,Agosto,2025,88984,8
2025-08-23,23,Agosto,2025,58698,8
2025-08-24,24,Agosto,2025,35748,8
2025-08-25,25,Agosto,2025,95523,8
2025-08-26,26,Agosto,2025,98161,8
2025-08-27,27,Agosto,2025,94699,8
2025-08-28,28,Agosto,2025,96764,8
2025-08-29,29,Agosto,2025,96028,8
2025-08-30,30,Agosto,2025,61700,8
2025-08-31,31,Agosto,2025,37231,8
2025-09-01,1,Septiembre,2025,87682,9
2025-09-02,2,Septiembre,2025,88953,9
2025-09-03,3,Septiembre,2025,91207,9
2025-09-04,4,Septiembre,2025,89647,9
2025-09-05,5,Septiembre,2025,91117,9
2025-09-06,6,Septiembre,2025,53102,9
2025-09-07,7,Septiembre,2025,30252,9
2025-09-08,8,Septiembre,2025,90585,9
2025-09-09,9,Septiembre,2025,93055,9
2025-09-10,10,Septiembre,2025,90520,9
2025-09-11,11,Septiembre,2025,91617,9
2025-09-12,12,Septiembre,2025,90322,9
2025-09-13,13,Septiembre,2025,49043,9
2025-09-14,14,Septiembre,2025,30898,9
2025-09-15,15,Septiembre,2025,56831,9
2025-09-16,16,Septiembre,2025,23759,9
2025-09-17,17,Septiembre,2025,92769,9
2025-09-18,18,Septiembre,2025,96820,9
2025-09-19,19,Septiembre,2025,94419,9
2025-09-20,20,Septiembre,2025,52678,9
2025-09-21,21,Septiembre,2025,31561,9
2025-09-22,22,Septiembre,2025,94940,9
2025-09-23,23,Septiembre,2025,96985,9
2025-09-24,24,Septiembre,2025,97871,9
2025-09-25,25,Septiembre,2025,96536,9
2025-09-26,26,Septiembre,2025,95228,9
2025-09-27,27,Septiembre,2025,54548,9
2025-09-28,28,Septiembre,2025,32164,9
2025-09-29,29,Septiembre,2025,93335,9
2025-09-30,30,Septiembre,2025,95490,9
2025-10-01,1,Octubre,2025,103669,10
2025-10-02,2,Octubre,2025,100341,10
2025-10-03,3,Octubre,2025,104879,10
2025-10-04,4,Octubre,2025,59529,10
2025-10-05,5,Octubre,2025,38821,10
2025-10-06,6,Octubre,2025,102484,10
2025-10-07,7,Octubre,2025,105749,10
2025-10-08,8,Octubre,2025,100690,10
2025-10-09,9,Octubre,2025,100256,10
2025-10-10,10,Octubre,2025,104207,10
2025-10-11,11,Octubre,2025,54876,10
2025-10-12,12,Octubre,2025,36953,10
2025-10-13,13,Octubre,2025,104024,10
2025-10-14,14,Octubre,2025,105870,10
2025-10-15,15,Octubre,2025,106448,10
2025-10-16,16,Octubre,2025,102745,10
2025-10-17,17,Octubre,2025,103899,10
2025-10-18,18,Octubre,2025,62254,10
2025-10-19,19,Octubre,2025,39133,10
2025-10-20,20,Octubre,2025,98900,10
2025-10-21,21,Octubre,2025,103762,10
2025-10-22,22,Octubre,2025,99957,10
2025-10-23,23,Octubre,2025,96673,10
2025-10-24,24,Octubre,2025,93132,10
2025-10-25,25,Octubre,2025,59321,10
2025-10-26,26,Octubre,2025,40245,10
2025-10-27,27,Octubre,2025,100479,10
2025-10-28,28,Octubre,2025,105064,10
2025-10-29,29,Octubre,2025,96045,10
2025-10-30,30,Octubre,2025,102614,10
2025-10-31,31,Octubre,2025,97685,10
2025-11-01,1,Noviembre,2025,53131,11
2025-11-02,2,Noviembre,2025,35217,11
2025-11-03,3,Noviembre,2025,96077,11
2025-11-04,4,Noviembre,2025,100575,11
2025-11-05,5,Noviembre,2025,106092,11
2025-11-06,6,Noviembre,2025,97063,11
2025-11-07,7,Noviembre,2025,104263,11
2025-11-08,8,Noviembre,2025,60089,11
2025-11-09,9,Noviembre,2025,35485,11
2025-11-10,10,Noviembre,2025,102736,11
2025-11-11,11,Noviembre,2025,100336,11
2025-11-12,12,Noviembre,2025,103770,11
2025-11-13,13,Noviembre,2025,102532,11
2025-11-14,14,Noviembre,2025,108145,11
2025-11-15,15,Noviembre,2025,57940,11
2025-11-16,16,Noviembre,2025,35643,11
2025-11-17,17,Noviembre,2025,41628,11
2025-11-18,18,Noviembre,2025,100779,11
2025-11-19,19,Noviembre,2025,104592,11
2025-11-20,20,Noviembre,2025,98681,11
2025-11-21,21,Noviembre,2025,101073,11
2025-11-22,22,Noviembre,2025,58678,11
2025-11-23,23,Noviembre,2025,34645,11
2025-11-24,24,Noviembre,2025,97656,11
2025-11-25,25,Noviembre,2025,100535,11
2025-11-26,26,Noviembre,2025,102761,11
2025-11-27,27,Noviembre,2025,101492,11
2025-11-28,28,Noviembre,2025,102165,11
2025-11-29,29,Noviembre,2025,62158,11
2025-11-30,30,Noviembre,2025,37187,11
2025-12-01,1,Diciembre,2025,92929,12
2025-12-02,2,Diciembre,2025,98629,12
2025-12-03,3,Diciembre,2025,92031,12
2025-12-04,4,Diciembre,2025,97401,12
2025-12-05,5,Diciembre,2025,93815,12
2025-12-06,6,Diciembre,2025,59445,12
2025-12-07,7,Diciembre,2025,34799,12
2025-12-08,8,Diciembre,2025,92309,12
2025-12-09,9,Diciembre,2025,95096,12
2025-12-10,10,Diciembre,2025,92295,12
2025-12-11,11,Diciembre,2025,90013,12
2025-12-12,12,Diciembre,2025,72676,12
2025-12-13,13,Diciembre,2025,56570,12
2025-12-14,14,Diciembre,2025,36656,12
2025-12-15,15,Diciembre,2025,85009,12
2025-12-16,16,Diciembre,2025,75652,12
2025-12-17,17,Diciembre,2025,82543,12
2025-12-18,18,Diciembre,2025,80692,12
2025-12-19,19,Diciembre,2025,82898,12
2025-12-20,20,Diciembre,2025,55426,12
2025-12-21,21,Diciembre,2025,37390,12
2025-12-22,22,Diciembre,2025,59294,12
2025-12-23,23,Diciembre,2025,58331,12
2025-12-24,24,Diciembre,2025,38614,12
2025-12-25,25,Diciembre,2025,15091,12
2025-12-26,26,Diciembre,2025,46418,12
2025-12-27,27,Diciembre,2025,38221,12
2025-12-28,28,Diciembre,2025,27046,12
2025-12-29,29,Diciembre,2025,50095,12
2025-12-30,30,Diciembre,2025,49703,12
2025-12-31,31,Diciembre,2025,35559,12
2026-01-01,1,Enero,2026,15566,1
2026-01-02,2,Enero,2026,43816,1
2026-01-03,3,Enero,2026,38934,1
2026-01-04,4,Enero,2026,26145,1
2026-01-05,5,Enero,2026,66221,1
2026-01-06,6,Enero,2026,65481,1
2026-01-07,7,Enero,2026,77001,1
2026-01-08,8,Enero,2026,76040,1
2026-01-09,9,Enero,2026,73560,1
2026-01-10,10,Enero,2026,46838,1
2026-01-11,11,Enero,2026,22585,1
2026-01-12,12,Enero,2026,80152,1
2026-01-13,13,Enero,2026,86206,1
2026-01-14,14,Enero,2026,83541,1
2026-01-15,15,Enero,2026,84222,1
2026-01-16,16,Enero,2026,84631,1
2026-01-17,17,Enero,2026,53033,1
2026-01-18,18,Enero,2026,29958,1
2026-01-19,19,Enero,2026,82512,1
2026-01-20,20,Enero,2026,88546,1
2026-01-21,21,Enero,2026,84379,1
2026-01-22,22,Enero,2026,76960,1
2026-01-23,23,Enero,2026,89224,1
2026-01-24,24,Enero,2026,55122,1
2026-01-25,25,Enero,2026,31981,1
2026-01-26,26,Enero,2026,85090,1
2026-01-27,27,Enero,2026,76590,1
2026-01-28,28,Enero,2026,86111,1
2026-01-29,29,Enero,2026,87579,1
2026-01-30,30,Enero,2026,88670,1
2026-01-31,31,Enero,2026,54861,1
2026-02-01,1,Febrero,2026,38563,2
2026-02-02,2,Febrero,2026,38892,2
2026-02-03,3,Febrero,2026,113510,2
2026-02-04,4,Febrero,2026,115490,2
2026-02-05,5,Febrero,2026,115123,2
2026-02-06,6,Febrero,2026,113231,2
2026-02-07,7,Febrero,2026,66716,2
2026-02-08,8,Febrero,2026,36949,2
2026-02-09,9,Febrero,2026,109125,2
2026-02-10,10,Febrero,2026,111542,2
2026-02-11,11,Febrero,2026,105438,2
2026-02-12,12,Febrero,2026,103552,2
2026-02-13,13,Febrero,2026,107368,2
2026-02-14,14,Febrero,2026,53364,2
2026-02-15,15,Febrero,2026,27170,2
2026-02-16,16,Febrero,2026,93950,2
2026-02-17,17,Febrero,2026,100237,2
2026-02-18,18,Febrero,2026,99967,2
2026-02-19,19,Febrero,2026,100699,2
2026-02-20,20,Febrero,2026,105300,2
2026-02-21,21,Febrero,2026,58787,2
2026-02-22,22,Febrero,2026,29080,2
2026-02-23,23,Febrero,2026,94625,2
2026-02-24,24,Febrero,2026,107695,2
2026-02-25,25,Febrero,2026,108723,2
2026-02-26,26,Febrero,2026,106718,2
2026-02-27,27,Febrero,2026,113581,2
2026-02-28,28,Febrero,2026,62368,2
2026-03-01,1,Marzo,2026,34157,3
2026-03-02,2,Marzo,2026,110849,3
2026-03-03,3,Marzo,2026,117282,3
2026-03-04,4,Marzo,2026,108973,3
2026-03-05,5,Marzo,2026,109594,3
2026-03-06,6,Marzo,2026,113087,3
2026-03-07,7,Marzo,2026,44831,3
2026-03-08,8,Marzo,2026,23212,3
2026-03-09,9,Marzo,2026,101122,3
2026-03-10,10,Marzo,2026,112440,3
2026-03-11,11,Marzo,2026,113712,3
2026-03-12,12,Marzo,2026,112879,3
2026-03-13,13,Marzo,2026,111340,3
2026-03-14,14,Marzo,2026,40710,3
2026-03-15,15,Marzo,2026,24264,3
2026-03-16,16,Marzo,2026,27052,3
2026-03-17,17,Marzo,2026,108784,3
2026-03-18,18,Marzo,2026,113418,3
2026-03-19,19,Marzo,2026,72299,3
2026-03-20,20,Marzo,2026,107736,3
2026-03-21,21,Marzo,2026,31691,3
2026-03-22,22,Marzo,2026,22414,3
2026-03-23,23,Marzo,2026,102388,3
2026-03-24,24,Marzo,2026,107189,3
2026-03-25,25,Marzo,2026,115354,3
2026-03-26,26,Marzo,2026,116803,3
2026-03-27,27,Marzo,2026,112299,3
2026-03-28,28,Marzo,2026,89121,3
2026-03-29,29,Marzo,2026,26129,3
2026-03-30,30,Marzo,2026,78729,3
2026-03-31,31,Marzo,2026,75262,3
2026-04-01,1,Abril,2026,77219,4
2026-04-02,2,Abril,2026,32434,4
2026-04-03,3,Abril,2026,22728,4
2026-04-04,4,Abril,2026,25218,4
2026-04-05,5,Abril,2026,20757,4
2026-04-06,6,Abril,2026,85043,4
2026-04-07,7,Abril,2026,87533,4
2026-04-08,8,Abril,2026,90274,4
2026-04-09,9,Abril,2026,89945,4
2026-04-10,10,Abril,2026,90821,4
2026-04-11,11,Abril,2026,75700,4
2026-04-12,12,Abril,2026,36714,4
2026-04-13,13,Abril,2026,108081,4
2026-04-14,14,Abril,2026,116731,4
2026-04-15,15,Abril,2026,110238,4
2026-04-16,16,Abril,2026,111290,4
2026-04-17,17,Abril,2026,116150,4
2026-04-18,18,Abril,2026,67444,4
2026-04-19,19,Abril,2026,54499,4
2026-04-20,20,Abril,2026,111735,4
2026-04-21,21,Abril,2026,112717,4
2026-04-22,22,Abril,2026,110240,4
2026-04-23,23,Abril,2026,112606,4
2026-04-24,24,Abril,2026,106802,4
2026-04-25,25,Abril,2026,69867,4
2026-04-26,26,Abril,2026,46852,4
2026-04-27,27,Abril,2026,106952,4
2026-04-28,28,Abril,2026,108552,4
2026-04-29,29,Abril,2026,108568,4
2026-04-30,30,Abril,2026,105156,4
